_time,_value,_field,_measurement
2023-06-21 07:30:00+00:00,22.27,value,rack1_temperature
2023-06-21 08:00:00+00:00,21.97,value,rack1_temperature
2023-06-21 08:30:00+00:00,21.54,value,rack1_temperature
2023-06-21 09:00:00+00:00,21.01,value,rack1_temperature
2023-06-21 09:30:00+00:00,21.28,value,rack1_temperature
2023-06-21 10:00:00+00:00,21.61,value,rack1_temperature
2023-06-21 10:30:00+00:00,21.71,value,rack1_temperature
2023-06-21 11:00:00+00:00,21.63,value,rack1_temperature
2023-06-21 11:30:00+00:00,20.88,value,rack1_temperature
2023-06-21 12:00:00+00:00,20.2,value,rack1_temperature
2023-06-21 12:30:00+00:00,19.53,value,rack1_temperature
2023-06-21 13:00:00+00:00,19.01,value,rack1_temperature
2023-06-21 13:30:00+00:00,18.59,value,rack1_temperature
2023-06-21 14:30:00+00:00,17.84,value,rack1_temperature
2023-06-21 15:00:00+00:00,17.55,value,rack1_temperature
2023-06-21 15:30:00+00:00,17.4,value,rack1_temperature
2023-06-21 16:00:00+00:00,17.68,value,rack1_temperature
2023-06-21 16:30:00+00:00,17.81,value,rack1_temperature
2023-06-21 17:00:00+00:00,17.81,value,rack1_temperature
2023-06-21 17:30:00+00:00,17.78,value,rack1_temperature
2023-06-21 18:00:00+00:00,17.63,value,rack1_temperature
2023-06-21 18:30:00+00:00,17.86,value,rack1_temperature
2023-06-21 19:00:00+00:00,18.48,value,rack1_temperature
2023-06-21 19:30:00+00:00,18.57,value,rack1_temperature
2023-06-21 20:00:00+00:00,18.57,value,rack1_temperature
2023-06-21 20:30:00+00:00,18.58,value,rack1_temperature
2023-06-21 21:30:00+00:00,18.54,value,rack1_temperature
2023-06-21 22:00:00+00:00,18.45,value,rack1_temperature
2023-06-21 22:30:00+00:00,18.44,value,rack1_temperature
2023-06-21 23:00:00+00:00,18.39,value,rack1_temperature
2023-06-21 23:30:00+00:00,20.21,value,rack1_temperature
2023-06-22 00:00:00+00:00,20.02,value,rack1_temperature
2023-06-22 00:30:00+00:00,20.21,value,rack1_temperature
2023-06-22 01:00:00+00:00,20.46,value,rack1_temperature
2023-06-22 01:30:00+00:00,20.69,value,rack1_temperature
2023-06-22 02:00:00+00:00,21.26,value,rack1_temperature
2023-06-22 02:30:00+00:00,21.75,value,rack1_temperature
2023-06-22 03:00:00+00:00,22.13,value,rack1_temperature
2023-06-22 03:30:00+00:00,22.19,value,rack1_temperature
2023-06-22 04:00:00+00:00,22.17,value,rack1_temperature
2023-06-22 04:30:00+00:00,22.12,value,rack1_temperature
2023-06-22 05:00:00+00:00,22.09,value,rack1_temperature
2023-06-22 05:30:00+00:00,22.12,value,rack1_temperature
2023-06-22 06:00:00+00:00,22.08,value,rack1_temperature
2023-06-22 06:30:00+00:00,22.03,value,rack1_temperature
2023-06-22 07:00:00+00:00,21.31,value,rack1_temperature
2023-06-22 07:30:00+00:00,21.59,value,rack1_temperature
2023-06-22 08:00:00+00:00,21.81,value,rack1_temperature
2023-06-22 08:30:00+00:00,21.79,value,rack1_temperature
2023-06-22 09:00:00+00:00,22.02,value,rack1_temperature
2023-06-22 09:30:00+00:00,22.14,value,rack1_temperature
2023-06-22 10:00:00+00:00,22.18,value,rack1_temperature
2023-06-22 10:30:00+00:00,22.16,value,rack1_temperature
2023-06-22 11:00:00+00:00,22.11,value,rack1_temperature
2023-06-22 11:30:00+00:00,21.42,value,rack1_temperature
2023-06-22 12:00:00+00:00,20.66,value,rack1_temperature
2023-06-22 12:30:00+00:00,20.15,value,rack1_temperature
2023-06-22 13:00:00+00:00,19.69,value,rack1_temperature
2023-06-22 13:30:00+00:00,19.13,value,rack1_temperature
2023-06-22 14:00:00+00:00,18.73,value,rack1_temperature
2023-06-22 14:30:00+00:00,18.47,value,rack1_temperature
2023-06-22 15:00:00+00:00,18.26,value,rack1_temperature
2023-06-22 15:30:00+00:00,17.93,value,rack1_temperature
2023-06-22 16:00:00+00:00,17.53,value,rack1_temperature
2023-06-22 16:30:00+00:00,17.58,value,rack1_temperature
2023-06-22 17:00:00+00:00,17.71,value,rack1_temperature
2023-06-22 17:30:00+00:00,17.75,value,rack1_temperature
2023-06-22 18:00:00+00:00,17.65,value,rack1_temperature
2023-06-22 18:30:00+00:00,17.71,value,rack1_temperature
2023-06-22 19:00:00+00:00,18.55,value,rack1_temperature
2023-06-22 19:30:00+00:00,18.73,value,rack1_temperature
2023-06-22 20:00:00+00:00,18.76,value,rack1_temperature
2023-06-22 20:30:00+00:00,18.7,value,rack1_temperature
2023-06-22 21:00:00+00:00,18.64,value,rack1_temperature
2023-06-22 21:30:00+00:00,18.69,value,rack1_temperature
2023-06-22 22:00:00+00:00,18.66,value,rack1_temperature
2023-06-22 22:30:00+00:00,18.63,value,rack1_temperature
2023-06-22 23:00:00+00:00,18.65,value,rack1_temperature
2023-06-22 23:30:00+00:00,19.08,value,rack1_temperature
2023-06-23 00:00:00+00:00,19.27,value,rack1_temperature
2023-06-23 00:30:00+00:00,19.37,value,rack1_temperature
2023-06-23 01:00:00+00:00,19.47,value,rack1_temperature
2023-06-23 01:30:00+00:00,19.46,value,rack1_temperature
2023-06-23 02:00:00+00:00,19.53,value,rack1_temperature
2023-06-23 02:30:00+00:00,19.81,value,rack1_temperature
2023-06-23 03:00:00+00:00,20.28,value,rack1_temperature
2023-06-23 03:30:00+00:00,20.98,value,rack1_temperature
2023-06-23 04:00:00+00:00,21.44,value,rack1_temperature
2023-06-23 04:30:00+00:00,21.35,value,rack1_temperature
2023-06-23 05:00:00+00:00,21.52,value,rack1_temperature
2023-06-23 05:30:00+00:00,21.46,value,rack1_temperature
2023-06-23 06:00:00+00:00,21.91,value,rack1_temperature
2023-06-23 06:30:00+00:00,22.45,value,rack1_temperature
2023-06-23 07:00:00+00:00,21.77,value,rack1_temperature
2023-06-23 07:30:00+00:00,21.59,value,rack1_temperature
2023-06-23 08:00:00+00:00,21.43,value,rack1_temperature
2023-06-23 08:30:00+00:00,21.32,value,rack1_temperature
2023-06-23 09:00:00+00:00,21.2,value,rack1_temperature
2023-06-23 09:30:00+00:00,21.16,value,rack1_temperature
2023-06-23 10:00:00+00:00,21.11,value,rack1_temperature
2023-06-23 10:30:00+00:00,21.02,value,rack1_temperature
2023-06-23 11:00:00+00:00,20.92,value,rack1_temperature
2023-06-23 11:30:00+00:00,20.29,value,rack1_temperature
2023-06-23 12:00:00+00:00,19.51,value,rack1_temperature
2023-06-23 12:30:00+00:00,18.94,value,rack1_temperature
2023-06-23 13:00:00+00:00,18.51,value,rack1_temperature
2023-06-23 13:30:00+00:00,18.12,value,rack1_temperature
2023-06-23 14:00:00+00:00,17.77,value,rack1_temperature
2023-06-23 14:30:00+00:00,17.6,value,rack1_temperature
2023-06-23 15:00:00+00:00,17.51,value,rack1_temperature
2023-06-23 15:30:00+00:00,17.42,value,rack1_temperature
2023-06-23 16:00:00+00:00,17.41,value,rack1_temperature
2023-06-23 16:30:00+00:00,17.47,value,rack1_temperature
2023-06-23 17:00:00+00:00,17.42,value,rack1_temperature
2023-06-23 17:30:00+00:00,17.38,value,rack1_temperature
2023-06-23 18:00:00+00:00,17.31,value,rack1_temperature
2023-06-23 18:30:00+00:00,17.17,value,rack1_temperature
2023-06-23 19:00:00+00:00,18.16,value,rack1_temperature
2023-06-23 19:30:00+00:00,18.42,value,rack1_temperature
2023-06-23 20:00:00+00:00,18.47,value,rack1_temperature
2023-06-23 20:30:00+00:00,18.48,value,rack1_temperature
2023-06-23 21:00:00+00:00,18.42,value,rack1_temperature
2023-06-23 21:30:00+00:00,18.31,value,rack1_temperature
2023-06-23 22:00:00+00:00,18.18,value,rack1_temperature
2023-06-23 22:30:00+00:00,18.02,value,rack1_temperature
2023-06-23 23:00:00+00:00,18.16,value,rack1_temperature
2023-06-23 23:30:00+00:00,18.56,value,rack1_temperature
2023-06-24 00:00:00+00:00,18.73,value,rack1_temperature
2023-06-24 00:30:00+00:00,18.82,value,rack1_temperature
2023-06-24 01:00:00+00:00,19.05,value,rack1_temperature
2023-06-24 01:30:00+00:00,19.21,value,rack1_temperature
2023-06-24 02:00:00+00:00,19.34,value,rack1_temperature
2023-06-24 02:30:00+00:00,19.44,value,rack1_temperature
2023-06-24 03:00:00+00:00,19.77,value,rack1_temperature
2023-06-24 03:30:00+00:00,20.07,value,rack1_temperature
2023-06-24 04:00:00+00:00,20.55,value,rack1_temperature
2023-06-24 04:30:00+00:00,21.12,value,rack1_temperature
2023-06-24 05:00:00+00:00,21.63,value,rack1_temperature
2023-06-24 05:30:00+00:00,21.95,value,rack1_temperature
2023-06-24 06:00:00+00:00,22.26,value,rack1_temperature
2023-06-24 06:30:00+00:00,22.61,value,rack1_temperature
2023-06-24 07:00:00+00:00,21.83,value,rack1_temperature
2023-06-24 07:30:00+00:00,21.51,value,rack1_temperature
2023-06-24 08:00:00+00:00,21.41,value,rack1_temperature
2023-06-24 08:30:00+00:00,21.29,value,rack1_temperature
2023-06-24 09:00:00+00:00,21.21,value,rack1_temperature
2023-06-24 09:30:00+00:00,21.16,value,rack1_temperature
2023-06-24 10:00:00+00:00,21.15,value,rack1_temperature
2023-06-24 10:30:00+00:00,21.09,value,rack1_temperature
2023-06-24 11:00:00+00:00,21.01,value,rack1_temperature
2023-06-24 11:30:00+00:00,20.47,value,rack1_temperature
2023-06-24 12:00:00+00:00,19.62,value,rack1_temperature
2023-06-24 12:30:00+00:00,19.05,value,rack1_temperature
2023-06-24 13:00:00+00:00,18.61,value,rack1_temperature
2023-06-24 13:30:00+00:00,18.21,value,rack1_temperature
2023-06-24 14:00:00+00:00,17.87,value,rack1_temperature
2023-06-24 14:30:00+00:00,17.63,value,rack1_temperature
2023-06-24 15:00:00+00:00,17.5,value,rack1_temperature
2023-06-24 15:30:00+00:00,17.49,value,rack1_temperature
2023-06-24 16:00:00+00:00,17.52,value,rack1_temperature
2023-06-24 16:30:00+00:00,17.5,value,rack1_temperature
2023-06-24 17:00:00+00:00,17.39,value,rack1_temperature
2023-06-24 17:30:00+00:00,17.37,value,rack1_temperature
2023-06-24 18:00:00+00:00,17.31,value,rack1_temperature
2023-06-24 18:30:00+00:00,17.06,value,rack1_temperature
2023-06-24 19:00:00+00:00,17.98,value,rack1_temperature
2023-06-24 19:30:00+00:00,18.26,value,rack1_temperature
2023-06-24 20:00:00+00:00,18.26,value,rack1_temperature
2023-06-24 20:30:00+00:00,18.26,value,rack1_temperature
2023-06-24 21:00:00+00:00,18.22,value,rack1_temperature
2023-06-24 21:30:00+00:00,18.15,value,rack1_temperature
2023-06-24 22:00:00+00:00,18.12,value,rack1_temperature
2023-06-24 22:30:00+00:00,18.23,value,rack1_temperature
2023-06-24 23:00:00+00:00,18.43,value,rack1_temperature
2023-06-24 23:30:00+00:00,18.76,value,rack1_temperature
2023-06-25 00:00:00+00:00,18.97,value,rack1_temperature
2023-06-25 00:30:00+00:00,19.03,value,rack1_temperature
2023-06-25 01:00:00+00:00,19.12,value,rack1_temperature
2023-06-25 01:30:00+00:00,19.35,value,rack1_temperature
2023-06-25 02:00:00+00:00,19.41,value,rack1_temperature
2023-06-25 02:30:00+00:00,19.46,value,rack1_temperature
2023-06-25 03:00:00+00:00,19.91,value,rack1_temperature
2023-06-25 03:30:00+00:00,20.59,value,rack1_temperature
2023-06-25 04:00:00+00:00,21.27,value,rack1_temperature
2023-06-25 04:30:00+00:00,21.32,value,rack1_temperature
2023-06-25 05:00:00+00:00,21.69,value,rack1_temperature
2023-06-25 05:30:00+00:00,22.25,value,rack1_temperature
2023-06-25 06:00:00+00:00,22.66,value,rack1_temperature
2023-06-25 06:30:00+00:00,22.95,value,rack1_temperature
2023-06-25 07:00:00+00:00,22.16,value,rack1_temperature
2023-06-25 07:30:00+00:00,22.05,value,rack1_temperature
2023-06-25 08:00:00+00:00,22.11,value,rack1_temperature
2023-06-25 08:30:00+00:00,22.26,value,rack1_temperature
2023-06-25 09:00:00+00:00,22.19,value,rack1_temperature
2023-06-25 09:30:00+00:00,22.08,value,rack1_temperature
2023-06-25 10:00:00+00:00,21.93,value,rack1_temperature
2023-06-25 10:30:00+00:00,21.89,value,rack1_temperature
2023-06-25 11:00:00+00:00,21.74,value,rack1_temperature
2023-06-25 11:30:00+00:00,21.33,value,rack1_temperature
2023-06-25 12:00:00+00:00,20.47,value,rack1_temperature
2023-06-25 12:30:00+00:00,19.77,value,rack1_temperature
2023-06-25 13:00:00+00:00,19.11,value,rack1_temperature
2023-06-25 13:30:00+00:00,18.61,value,rack1_temperature
2023-06-25 14:00:00+00:00,18.25,value,rack1_temperature
2023-06-25 14:30:00+00:00,17.82,value,rack1_temperature
2023-06-25 15:00:00+00:00,17.55,value,rack1_temperature
2023-06-25 15:30:00+00:00,17.31,value,rack1_temperature
2023-06-25 16:00:00+00:00,17.24,value,rack1_temperature
2023-06-25 16:30:00+00:00,17.44,value,rack1_temperature
2023-06-25 17:00:00+00:00,17.49,value,rack1_temperature
2023-06-25 17:30:00+00:00,17.47,value,rack1_temperature
2023-06-25 18:00:00+00:00,17.41,value,rack1_temperature
2023-06-25 18:30:00+00:00,17.22,value,rack1_temperature
2023-06-25 19:00:00+00:00,17.96,value,rack1_temperature
2023-06-25 19:30:00+00:00,18.34,value,rack1_temperature
2023-06-25 20:00:00+00:00,18.34,value,rack1_temperature
2023-06-25 20:30:00+00:00,18.41,value,rack1_temperature
2023-06-25 21:00:00+00:00,18.29,value,rack1_temperature
2023-06-25 21:30:00+00:00,18.21,value,rack1_temperature
2023-06-25 22:30:00+00:00,17.96,value,rack1_temperature
2023-06-25 23:00:00+00:00,17.81,value,rack1_temperature
2023-06-25 23:30:00+00:00,18.59,value,rack1_temperature
2023-06-26 00:00:00+00:00,18.91,value,rack1_temperature
2023-06-26 00:30:00+00:00,18.77,value,rack1_temperature
2023-06-26 01:00:00+00:00,19.97,value,rack1_temperature
2023-06-26 01:30:00+00:00,19.47,value,rack1_temperature
2023-06-26 02:00:00+00:00,19.35,value,rack1_temperature
2023-06-26 02:30:00+00:00,19.36,value,rack1_temperature
2023-06-26 03:00:00+00:00,19.46,value,rack1_temperature
2023-06-26 03:30:00+00:00,19.68,value,rack1_temperature
2023-06-26 04:00:00+00:00,19.91,value,rack1_temperature
2023-06-26 04:30:00+00:00,20.13,value,rack1_temperature
2023-06-26 05:00:00+00:00,20.36,value,rack1_temperature
2023-06-26 05:30:00+00:00,20.51,value,rack1_temperature
2023-06-26 06:00:00+00:00,20.62,value,rack1_temperature
2023-06-26 06:30:00+00:00,21.1,value,rack1_temperature
2023-06-26 07:00:00+00:00,20.76,value,rack1_temperature
2023-06-26 07:30:00+00:00,20.64,value,rack1_temperature
2023-06-26 08:00:00+00:00,20.62,value,rack1_temperature
2023-06-26 08:30:00+00:00,20.69,value,rack1_temperature
2023-06-26 09:00:00+00:00,20.73,value,rack1_temperature
2023-06-26 09:30:00+00:00,20.77,value,rack1_temperature
2023-06-26 10:00:00+00:00,20.86,value,rack1_temperature
2023-06-26 10:30:00+00:00,20.87,value,rack1_temperature
2023-06-26 11:30:00+00:00,20.53,value,rack1_temperature
2023-06-26 12:00:00+00:00,19.82,value,rack1_temperature
2023-06-26 12:30:00+00:00,19.3,value,rack1_temperature
2023-06-26 13:00:00+00:00,18.71,value,rack1_temperature
2023-06-26 13:30:00+00:00,18.11,value,rack1_temperature
2023-06-26 14:00:00+00:00,17.77,value,rack1_temperature
2023-06-26 14:30:00+00:00,17.68,value,rack1_temperature
2023-06-26 15:00:00+00:00,17.56,value,rack1_temperature
2023-06-26 15:30:00+00:00,17.43,value,rack1_temperature
2023-06-26 16:00:00+00:00,17.47,value,rack1_temperature
2023-06-26 16:30:00+00:00,17.53,value,rack1_temperature
2023-06-26 17:00:00+00:00,17.55,value,rack1_temperature
2023-06-26 17:30:00+00:00,17.52,value,rack1_temperature
2023-06-26 18:00:00+00:00,17.38,value,rack1_temperature
2023-06-26 18:30:00+00:00,18.01,value,rack1_temperature
2023-06-26 19:00:00+00:00,18.44,value,rack1_temperature
2023-06-26 19:30:00+00:00,18.49,value,rack1_temperature
2023-06-26 20:00:00+00:00,18.51,value,rack1_temperature
2023-06-26 20:30:00+00:00,18.55,value,rack1_temperature
2023-06-26 21:00:00+00:00,18.54,value,rack1_temperature
2023-06-26 21:30:00+00:00,18.46,value,rack1_temperature
2023-06-26 22:00:00+00:00,18.39,value,rack1_temperature
2023-06-26 22:30:00+00:00,18.29,value,rack1_temperature
2023-06-26 23:00:00+00:00,18.45,value,rack1_temperature
2023-06-26 23:30:00+00:00,18.86,value,rack1_temperature
2023-06-27 00:00:00+00:00,18.86,value,rack1_temperature
2023-06-27 00:30:00+00:00,18.94,value,rack1_temperature
2023-06-27 01:00:00+00:00,18.83,value,rack1_temperature
2023-06-27 01:30:00+00:00,18.8,value,rack1_temperature
2023-06-27 02:00:00+00:00,18.72,value,rack1_temperature
2023-06-27 02:30:00+00:00,18.75,value,rack1_temperature
2023-06-27 03:00:00+00:00,18.72,value,rack1_temperature
2023-06-27 03:30:00+00:00,18.75,value,rack1_temperature
2023-06-27 04:00:00+00:00,18.76,value,rack1_temperature
2023-06-27 04:30:00+00:00,18.89,value,rack1_temperature
2023-06-27 05:00:00+00:00,19.11,value,rack1_temperature
2023-06-27 05:30:00+00:00,19.49,value,rack1_temperature
2023-06-27 06:00:00+00:00,19.45,value,rack1_temperature
2023-06-27 06:30:00+00:00,18.94,value,rack1_temperature
2023-06-27 07:00:00+00:00,18.28,value,rack1_temperature
2023-06-27 07:30:00+00:00,18.09,value,rack1_temperature
2023-06-27 08:00:00+00:00,18.05,value,rack1_temperature
2023-06-27 08:30:00+00:00,18.11,value,rack1_temperature
2023-06-27 09:00:00+00:00,18.11,value,rack1_temperature
2023-06-27 09:30:00+00:00,18.1,value,rack1_temperature
2023-06-27 10:00:00+00:00,18.1,value,rack1_temperature
2023-06-27 10:30:00+00:00,18.14,value,rack1_temperature
2023-06-27 11:00:00+00:00,17.97,value,rack1_temperature
2023-06-27 11:30:00+00:00,17.37,value,rack1_temperature
2023-06-27 12:00:00+00:00,17.67,value,rack1_temperature
2023-06-27 12:30:00+00:00,17.72,value,rack1_temperature
2023-06-27 13:00:00+00:00,17.68,value,rack1_temperature
2023-06-27 13:30:00+00:00,17.62,value,rack1_temperature
2023-06-27 14:00:00+00:00,17.53,value,rack1_temperature
2023-06-27 14:30:00+00:00,17.55,value,rack1_temperature
2023-06-27 15:00:00+00:00,17.49,value,rack1_temperature
2023-06-27 15:30:00+00:00,17.42,value,rack1_temperature
2023-06-27 16:00:00+00:00,17.28,value,rack1_temperature
2023-06-27 16:30:00+00:00,17.19,value,rack1_temperature
2023-06-27 17:00:00+00:00,17.08,value,rack1_temperature
2023-06-27 17:30:00+00:00,16.99,value,rack1_temperature
2023-06-27 18:00:00+00:00,16.81,value,rack1_temperature
2023-06-27 18:30:00+00:00,17.27,value,rack1_temperature
2023-06-27 19:00:00+00:00,18.53,value,rack1_temperature
2023-06-27 19:30:00+00:00,18.79,value,rack1_temperature
2023-06-27 20:00:00+00:00,18.49,value,rack1_temperature
2023-06-27 20:30:00+00:00,18.34,value,rack1_temperature
2023-06-27 21:00:00+00:00,18.23,value,rack1_temperature
2023-06-27 21:30:00+00:00,18.09,value,rack1_temperature
2023-06-27 22:00:00+00:00,18.03,value,rack1_temperature
2023-06-27 22:30:00+00:00,18.17,value,rack1_temperature
2023-06-27 23:00:00+00:00,18.41,value,rack1_temperature
2023-06-27 23:30:00+00:00,18.78,value,rack1_temperature
2023-06-28 00:00:00+00:00,18.92,value,rack1_temperature
2023-06-28 00:30:00+00:00,18.73,value,rack1_temperature
2023-06-28 01:00:00+00:00,18.64,value,rack1_temperature
2023-06-28 01:30:00+00:00,18.69,value,rack1_temperature
2023-06-28 02:00:00+00:00,19.05,value,rack1_temperature
2023-06-28 02:30:00+00:00,19.26,value,rack1_temperature
2023-06-28 03:00:00+00:00,19.55,value,rack1_temperature
2023-06-28 03:30:00+00:00,19.7,value,rack1_temperature
2023-06-28 04:00:00+00:00,19.92,value,rack1_temperature
2023-06-28 04:30:00+00:00,19.74,value,rack1_temperature
2023-06-28 05:00:00+00:00,19.59,value,rack1_temperature
2023-06-28 05:30:00+00:00,19.84,value,rack1_temperature
2023-06-28 06:00:00+00:00,20.36,value,rack1_temperature
2023-06-28 06:30:00+00:00,20.1,value,rack1_temperature
2023-06-28 07:00:00+00:00,19.65,value,rack1_temperature
2023-06-28 07:30:00+00:00,19.6,value,rack1_temperature
2023-06-28 08:30:00+00:00,19.94,value,rack1_temperature
2023-06-28 09:00:00+00:00,20.08,value,rack1_temperature
2023-06-28 09:30:00+00:00,20.22,value,rack1_temperature
2023-06-28 10:00:00+00:00,20.27,value,rack1_temperature
2023-06-28 10:30:00+00:00,20.31,value,rack1_temperature
2023-06-28 11:00:00+00:00,20.29,value,rack1_temperature
2023-06-28 11:30:00+00:00,19.65,value,rack1_temperature
2023-06-28 12:00:00+00:00,18.66,value,rack1_temperature
2023-06-28 12:30:00+00:00,18.11,value,rack1_temperature
2023-06-28 13:00:00+00:00,17.71,value,rack1_temperature
2023-06-28 13:30:00+00:00,17.52,value,rack1_temperature
2023-06-28 14:00:00+00:00,17.56,value,rack1_temperature
2023-06-28 14:30:00+00:00,17.53,value,rack1_temperature
2023-06-28 15:00:00+00:00,17.41,value,rack1_temperature
2023-06-28 15:30:00+00:00,17.29,value,rack1_temperature
2023-06-28 16:00:00+00:00,17.13,value,rack1_temperature
2023-06-28 16:30:00+00:00,17.09,value,rack1_temperature
2023-06-28 17:00:00+00:00,17.01,value,rack1_temperature
2023-06-28 17:30:00+00:00,16.94,value,rack1_temperature
2023-06-28 18:00:00+00:00,16.82,value,rack1_temperature
2023-06-28 18:30:00+00:00,17.16,value,rack1_temperature
2023-06-28 19:00:00+00:00,17.96,value,rack1_temperature
